iteration,eval_reward,update_norm
274,-1439.4442659553226,0.0005234202898348622
275,-1287.3425522518364,0.00017349931027649303
276,-1071.0732911042967,0.00034168902452186674
277,-1156.8395839084067,0.00034482392648816637
278,-861.7010345690945,0.00039531913030009026
279,-1769.9816760148333,0.00032769146620685574
280,-1655.526237175275,0.0001428934097288681
281,-844.1017221213241,0.00022664515318310195
282,-1084.0852798403907,0.00024899652256855177
283,-503.54651159227296,0.00026294120643632316
284,-973.1459678892188,0.0003413056364465054
285,-1796.1479473410564,0.00031580830053787296
286,-1472.1002542489605,0.00024985198961210547
287,-863.525543388264,0.0003008373821019335
288,-728.8458733932265,0.0007334241531994005
289,-1314.323437920521,0.0003201255961762849
290,-1173.9707012219908,0.0003048240394390846
291,-977.1435678816983,0.0004481600684286637
292,-1168.4465450708724,0.000432210839650098
293,-1188.4870127963027,0.0001312239676272838
294,-1556.3465403295968,0.0002641379883399466
295,-942.8716479381574,0.0004018443459077097
296,-1642.9444965144144,0.0002691055681471372
297,-1787.8738982645204,0.00033045635456440385
298,-1342.6485777365936,0.00030228121356696923
299,-1903.578337542827,0.00030961607346162196
